"","copynumber_r","Gene","Species","CopyNumber"
"16570","1","BLGH_04895","207-triticale-T5-14",0.825344096115812
"16571","1","BLGH_04896","207-triticale-T5-14",1.37012295131211
"16572","1","BLGH_04900","207-triticale-T5-14",1.02272876750045
"16573","0","BLGH_04903","207-triticale-T5-14",0.202092655230246
"16574","1","BLGH_04908","207-triticale-T5-14",0.942211902151488
"16575","1","BLGH_04924","207-triticale-T5-14",0.806442885248382
"16576","1","BLGH_04936","207-triticale-T5-14",1.01716646833769
"16577","1","BLGH_04937","207-triticale-T5-14",0.975177991038947
"16578","1","BLGH_04938","207-triticale-T5-14",0.930526680469132
"16579","1","BLGH_04948","207-triticale-T5-14",1.07066662019324
"16580","1","BLGH_04976","207-triticale-T5-14",0.931973702795543
"16581","1","BLGH_04978","207-triticale-T5-14",0.856851043601228
"16582","1","BLGH_04981","207-triticale-T5-14",1.10335481731355
"16583","0","BLGH_04994","207-triticale-T5-14",0.231191930139358
"16584","0","BLGH_04995","207-triticale-T5-14",0.422017015333749
"16585","1","BLGH_05004","207-triticale-T5-14",0.806778892423444
"16586","0","BLGH_05005","207-triticale-T5-14",0.0183485658840761
"16587","1","BLGH_05016","207-triticale-T5-14",1.27137804899985
"16588","1","BLGH_05017","207-triticale-T5-14",0.569722970700562
"16589","0","BLGH_05018","207-triticale-T5-14",0.106159559757869
"16590","1","BLGH_05020","207-triticale-T5-14",0.614036890864778
"16591","1","BLGH_05021","207-triticale-T5-14",1.46510518498607
"16592","1","BLGH_05023","207-triticale-T5-14",0.732776961765701
"16593","1","BLGH_05036","207-triticale-T5-14",0.577447125048535
"16594","1","BLGH_05088","207-triticale-T5-14",0.752291201247118
"16595","0","BLGH_05089","207-triticale-T5-14",0
"16596","1","BLGH_05104","207-triticale-T5-14",0.78727228009086
"16597","1","BLGH_05127","207-triticale-T5-14",0.637116220589498
"16598","0","BLGH_05135","207-triticale-T5-14",0.463825533312465
"16599","0","BLGH_05198","207-triticale-T5-14",0
"16600","1","BLGH_05226","207-triticale-T5-14",0.840410769556213
"16601","1","BLGH_05227","207-triticale-T5-14",0.979636030261538
"16602","1","BLGH_05228","207-triticale-T5-14",0.637342832620407
"16603","1","BLGH_05258","207-triticale-T5-14",0.840007906498691
"16604","1","BLGH_05274","207-triticale-T5-14",1.00554503259509
"16605","1","BLGH_05276","207-triticale-T5-14",0.902673777307329
"16606","1","BLGH_05277","207-triticale-T5-14",0.733689202132599
"16607","1","BLGH_05278","207-triticale-T5-14",0.917608890324709
"16608","1","BLGH_05279","207-triticale-T5-14",0.749486324933629
"16609","1","BLGH_05280","207-triticale-T5-14",0.753150070288501
"16610","1","BLGH_05293","207-triticale-T5-14",0.884111161414296
"16611","1","BLGH_05296","207-triticale-T5-14",0.965976392801314
"16612","1","BLGH_05312","207-triticale-T5-14",0.929485923213339
"16613","1","BLGH_05321","207-triticale-T5-14",0.811621335603242
"16614","0","BLGH_05343","207-triticale-T5-14",0.217622525601832
"16615","0","BLGH_05352","207-triticale-T5-14",0.333419654350639
"16616","0","BLGH_05353","207-triticale-T5-14",0.0183485658840761
"16617","0","BLGH_05371","207-triticale-T5-14",0.484866126063113
"16618","1","BLGH_05376","207-triticale-T5-14",0.724768352421004
"16619","1","BLGH_05378","207-triticale-T5-14",0.901425033733481
"16620","0","BLGH_05380","207-triticale-T5-14",0.0305809431401268
"16621","1","BLGH_05386","207-triticale-T5-14",0.970978299344241
"16622","2","BLGH_05394","207-triticale-T5-14",1.7525839865403
"16623","2","BLGH_05395","207-triticale-T5-14",1.56567922293802
"16624","0","BLGH_05397","207-triticale-T5-14",0.498330368897066
"16625","0","BLGH_05400","207-triticale-T5-14",0.432971383025735
"16626","0","BLGH_05403","207-triticale-T5-14",0.0183485658840761
"16627","2","BLGH_05405","207-triticale-T5-14",2.05642750986057
"16628","0","BLGH_05433","207-triticale-T5-14",0.452597958473876
"16629","0","BLGH_05434","207-triticale-T5-14",0.0366971317681521
"16630","1","BLGH_05435","207-triticale-T5-14",0.877120400474527
"16631","0","BLGH_05436","207-triticale-T5-14",0.340225950460664
"16632","1","BLGH_05437","207-triticale-T5-14",1.15311811236663
"16633","1","BLGH_05438","207-triticale-T5-14",0.770237973717674
"16634","1","BLGH_05439","207-triticale-T5-14",0.770639767131194
"16635","1","BLGH_05440","207-triticale-T5-14",1.08908686539639
"16636","0","BLGH_05441","207-triticale-T5-14",0.434020750024266
"16637","1","BLGH_05442","207-triticale-T5-14",0.682047143299345
"16638","1","BLGH_05445","207-triticale-T5-14",1.42967553316821
"16639","1","BLGH_05447","207-triticale-T5-14",0.72374092943013
"16640","0","BLGH_05448","207-triticale-T5-14",0.313673102494443
"16641","1","BLGH_05449","207-triticale-T5-14",1.22376465877918
"16642","1","BLGH_05452","207-triticale-T5-14",1.20823575349859
"16643","1","BLGH_05455","207-triticale-T5-14",0.526320219507582
"16644","0","BLGH_05456","207-triticale-T5-14",0.475487074364353
"16645","1","BLGH_05457","207-triticale-T5-14",0.540912015481575
"16646","3","BLGH_05464","207-triticale-T5-14",2.60942143535421
"16647","0","BLGH_05465","207-triticale-T5-14",0
"16648","1","BLGH_05467","207-triticale-T5-14",0.777703964996564
"16649","2","BLGH_05469","207-triticale-T5-14",2.04127179736659
"16650","1","BLGH_05470","207-triticale-T5-14",1.4794492120665
"16651","1","BLGH_05475","207-triticale-T5-14",1.49461874530288
"16652","0","BLGH_05477","207-triticale-T5-14",0
"16653","0","BLGH_05478","207-triticale-T5-14",0
"16654","0","BLGH_05479","207-triticale-T5-14",0
"16655","0","BLGH_05484","207-triticale-T5-14",0.212319119515737
"16656","0","BLGH_05485","207-triticale-T5-14",0.229896737253424
"16657","0","BLGH_05486","207-triticale-T5-14",0.018348565884076
"16658","1","BLGH_05487","207-triticale-T5-14",0.517732959414067
"16659","0","BLGH_05488","207-triticale-T5-14",0.064219980594266
"16660","0","BLGH_05489","207-triticale-T5-14",0.103975206676431
"16661","1","BLGH_05495","207-triticale-T5-14",0.963577717487994
"16662","1","BLGH_05499","207-triticale-T5-14",0.990435645564125
"16663","1","BLGH_05509","207-triticale-T5-14",1.41959957103115
"16664","2","BLGH_05511","207-triticale-T5-14",1.53316753671364
"16665","1","BLGH_05553","207-triticale-T5-14",0.862075390730076
"16666","1","BLGH_05581","207-triticale-T5-14",0.538892754326435
"16667","1","BLGH_05582","207-triticale-T5-14",1.22989471406968
"16668","1","BLGH_05592","207-triticale-T5-14",1.07254163357567
"16669","1","BLGH_05595","207-triticale-T5-14",1.17530677798952
"16670","1","BLGH_05620","207-triticale-T5-14",0.944527121549403
"16671","1","BLGH_05625","207-triticale-T5-14",0.989743230335162
"16672","1","BLGH_05626","207-triticale-T5-14",0.908370141425588
"16673","1","BLGH_05636","207-triticale-T5-14",0.771908733369906
"16674","0","BLGH_05647","207-triticale-T5-14",0.459088607630148
"16675","0","BLGH_05669","207-triticale-T5-14",0.466589787253057
"16676","1","BLGH_05670","207-triticale-T5-14",0.930415756475659
"16677","1","BLGH_05671","207-triticale-T5-14",0.81514074953469
"16678","1","BLGH_05708","207-triticale-T5-14",0.965340683753521
"16679","0","BLGH_05712","207-triticale-T5-14",0.055045697652228
"16680","0","BLGH_05713","207-triticale-T5-14",0.0629093687454035
"16681","0","BLGH_05714","207-triticale-T5-14",0.0876653703350301
"16682","0","BLGH_05715","207-triticale-T5-14",0
"16683","0","BLGH_05716","207-triticale-T5-14",0.0428133203961775
"16684","1","BLGH_05718","207-triticale-T5-14",0.893016379334276
"16685","1","BLGH_05753","207-triticale-T5-14",1.37634012418986
"16686","0","BLGH_05757","207-triticale-T5-14",0.205911683810187
"16687","0","BLGH_05758","207-triticale-T5-14",0.110091395304456
"16688","0","BLGH_05763","207-triticale-T5-14",0.494160240287048
"16689","1","BLGH_05765","207-triticale-T5-14",0.98314041945286
"16690","0","BLGH_05778","207-triticale-T5-14",0
"16691","1","BLGH_05781","207-triticale-T5-14",0.867774975874508
"16692","1","BLGH_05827","207-triticale-T5-14",0.626787010600038
"16693","0","BLGH_05836","207-triticale-T5-14",0.310823858567432
"16694","0","BLGH_05857","207-triticale-T5-14",0.247443517065254
"16695","1","BLGH_05874","207-triticale-T5-14",0.841875375857607
"16696","0","BLGH_05875","207-triticale-T5-14",0.0244647545121014
"16697","0","BLGH_05876","207-triticale-T5-14",0.0800664693123319
"16698","0","BLGH_05877","207-triticale-T5-14",0.0672780749082788
"16699","1","BLGH_05878","207-triticale-T5-14",1.17797294373434
"16700","1","BLGH_05879","207-triticale-T5-14",0.870159135555075
"16701","0","BLGH_05881","207-triticale-T5-14",0
"16702","0","BLGH_05882","207-triticale-T5-14",0.135779387542163
"16703","0","BLGH_05903","207-triticale-T5-14",0.340595254223162
"16704","0","BLGH_05915","207-triticale-T5-14",0.476746358401769
"16705","1","BLGH_05991","207-triticale-T5-14",0.978187009564678
"16706","1","BLGH_05995","207-triticale-T5-14",1.19801258007435
"16707","1","BLGH_05997","207-triticale-T5-14",1.02014614392055
"16708","1","BLGH_06026","207-triticale-T5-14",1.03085936424091
"16709","1","BLGH_06027","207-triticale-T5-14",0.838584916489048
"16710","1","BLGH_06059","207-triticale-T5-14",0.98060310332366
"16711","1","BLGH_06131","207-triticale-T5-14",0.819948233087681
"16712","2","BLGH_06144","207-triticale-T5-14",1.66852201009849
"16713","1","BLGH_06152","207-triticale-T5-14",0.866038249524647
"16714","1","BLGH_06207","207-triticale-T5-14",1.46089534086548
"16715","3","BLGH_06208","207-triticale-T5-14",2.63113407773299
"16716","0","BLGH_06209","207-triticale-T5-14",0.0504585561812091
"16717","0","BLGH_06211","207-triticale-T5-14",0.386117647299687
"16718","1","BLGH_06214","207-triticale-T5-14",0.964064232492496
"16719","1","BLGH_06231","207-triticale-T5-14",0.991322518663379
"16720","0","BLGH_06290","207-triticale-T5-14",0.481849295390519
"16721","1","BLGH_06298","207-triticale-T5-14",0.899355835330294
"16722","1","BLGH_06308","207-triticale-T5-14",0.939909419971679
"16723","1","BLGH_06322","207-triticale-T5-14",0.861404006371091
"16724","3","BLGH_06327","207-triticale-T5-14",2.56685951823433
"16725","0","BLGH_06341","207-triticale-T5-14",0.00733942635363044
"16726","1","BLGH_06351","207-triticale-T5-14",1.25405390676935
"16727","2","BLGH_06352","207-triticale-T5-14",1.61740656293036
"16728","0","BLGH_06353","207-triticale-T5-14",0.381983780677583
"16729","1","BLGH_06358","207-triticale-T5-14",0.974292318204903
"16730","1","BLGH_06369","207-triticale-T5-14",0.884472132179006
"16731","1","BLGH_06372","207-triticale-T5-14",0.914871159105044
"16732","1","BLGH_06374","207-triticale-T5-14",0.814911016211959
"16733","1","BLGH_06375","207-triticale-T5-14",0.533828588689838
"16734","1","BLGH_06376","207-triticale-T5-14",0.942310061576906
"16735","1","BLGH_06379","207-triticale-T5-14",0.991647212386583
"16736","1","BLGH_06382","207-triticale-T5-14",0.719292792246112
"16737","1","BLGH_06396","207-triticale-T5-14",0.961006138178484
"16738","1","BLGH_06399","207-triticale-T5-14",0.56957772654176
"16739","1","BLGH_06409","207-triticale-T5-14",0.551004694906881
"16740","1","BLGH_06410","207-triticale-T5-14",0.50025530026345
"16741","0","BLGH_06411","207-triticale-T5-14",0
"16742","1","BLGH_06413","207-triticale-T5-14",0.828699872035807
"16743","1","BLGH_06414","207-triticale-T5-14",1.25133962187526
"16744","1","BLGH_06418","207-triticale-T5-14",0.781085392653215
"16745","1","BLGH_06425","207-triticale-T5-14",0.960636207414692
"16746","1","BLGH_06433","207-triticale-T5-14",0.867148457820166
"16747","1","BLGH_06436","207-triticale-T5-14",0.90542759075942
"16748","1","BLGH_06437","207-triticale-T5-14",1.32325539846337
"16749","1","BLGH_06475","207-triticale-T5-14",1.08737812575303
"16750","0","BLGH_06477","207-triticale-T5-14",0
"16751","0","BLGH_06486","207-triticale-T5-14",0.399998736272858
"16752","0","BLGH_06489","207-triticale-T5-14",0.195718036096811
"16753","0","BLGH_06490","207-triticale-T5-14",0.200687439357082
"16754","0","BLGH_06491","207-triticale-T5-14",0.262384492142288
"16755","0","BLGH_06495","207-triticale-T5-14",0.16775831665441
"16756","1","BLGH_06496","207-triticale-T5-14",0.715260459190165
"16757","1","BLGH_06498","207-triticale-T5-14",0.795593816733538
"16758","0","BLGH_06503","207-triticale-T5-14",0.144794117737383
"16759","1","BLGH_06504","207-triticale-T5-14",1.21392651306688
"16760","0","BLGH_06513","207-triticale-T5-14",0.2634665870534
"16761","1","BLGH_06517","207-triticale-T5-14",0.945442271667071
"16762","0","BLGH_06522","207-triticale-T5-14",0.360365833963254
"16763","1","BLGH_06525","207-triticale-T5-14",0.861517098160816
"16764","1","BLGH_06528","207-triticale-T5-14",0.858305137466224
"16765","1","BLGH_06529","207-triticale-T5-14",0.789448966468427
"16766","1","BLGH_06538","207-triticale-T5-14",0.69804326732898
"16767","0","BLGH_06539","207-triticale-T5-14",0
"16768","0","BLGH_06540","207-triticale-T5-14",0.368826790636091
"16769","0","BLGH_06541","207-triticale-T5-14",0.269112299633115
"16770","1","BLGH_06543","207-triticale-T5-14",0.912931807702567
"16771","1","BLGH_06544","207-triticale-T5-14",0.94423518265513
"16772","0","BLGH_06547","207-triticale-T5-14",0.45295355083597
"16773","2","BLGH_06548","207-triticale-T5-14",1.75188916006222
"16774","1","BLGH_06549","207-triticale-T5-14",1.48211930971494
"16775","2","BLGH_06550","207-triticale-T5-14",2.29731534079197
"16776","0","BLGH_06551","207-triticale-T5-14",0.165137092956685
"16777","1","BLGH_06553","207-triticale-T5-14",0.655338285217679
"16778","0","BLGH_06554","207-triticale-T5-14",0.0183485658840761
"16779","0","BLGH_06555","207-triticale-T5-14",0.0183485658840761
"16780","1","BLGH_06556","207-triticale-T5-14",0.534292763719643
"16781","0","BLGH_06557","207-triticale-T5-14",0.124770248011717
"16782","0","BLGH_06558","207-triticale-T5-14",0
"16783","0","BLGH_06559","207-triticale-T5-14",0.134556149816558
"16784","1","BLGH_06564","207-triticale-T5-14",0.907651487103242
"16785","2","BLGH_06591","207-triticale-T5-14",1.58218666202689
"16786","1","BLGH_06593","207-triticale-T5-14",0.985034247265337
"16787","2","BLGH_06599","207-triticale-T5-14",1.75102552592807
"16788","1","BLGH_06603","207-triticale-T5-14",0.794480420762885
"16789","0","BLGH_06611","207-triticale-T5-14",0
"16790","1","BLGH_06628","207-triticale-T5-14",0.712798097534726
"16791","0","BLGH_06629","207-triticale-T5-14",0.0937815589630552
"16792","2","BLGH_06630","207-triticale-T5-14",1.58951664457398
"16793","1","BLGH_06633","207-triticale-T5-14",0.802545235197135
"16794","0","BLGH_06671","207-triticale-T5-14",0.282567914614771
"16795","1","BLGH_06672","207-triticale-T5-14",0.581037919662408
"16796","0","BLGH_06673","207-triticale-T5-14",0.27115102917579
"16797","0","BLGH_06687","207-triticale-T5-14",0.469389676343546
"16798","0","BLGH_06688","207-triticale-T5-14",0.341520081132641
"16799","1","BLGH_06689","207-triticale-T5-14",0.520432050530157
"16800","1","BLGH_06708","207-triticale-T5-14",1.00775395796647
"16801","1","BLGH_06722","207-triticale-T5-14",0.921871292597174
"16802","1","BLGH_06734","207-triticale-T5-14",0.957408530569942
"16803","0","BLGH_06745","207-triticale-T5-14",0.330274185913369
"16804","0","BLGH_06746","207-triticale-T5-14",0.236547727748764
"16805","1","BLGH_06767","207-triticale-T5-14",1.03679231851553
"16806","1","BLGH_06773","207-triticale-T5-14",1.06214520899918
"16807","1","BLGH_06796","207-triticale-T5-14",0.893757468023224
"16808","1","BLGH_06804","207-triticale-T5-14",0.895944213896499
"16809","1","BLGH_06814","207-triticale-T5-14",0.768526319751877
"16810","1","BLGH_06820","207-triticale-T5-14",0.726603209009412
"16811","1","BLGH_06830","207-triticale-T5-14",0.863040037022991
"16812","1","BLGH_06831","207-triticale-T5-14",0.971338412859948
"16813","1","BLGH_06846","207-triticale-T5-14",1.02490308064099
"16814","1","BLGH_06850","207-triticale-T5-14",0.814065932079278
"16815","0","BLGH_06851","207-triticale-T5-14",0.073394263536304
"16816","0","BLGH_06852","207-triticale-T5-14",0.121559248982004
"16817","1","BLGH_06853","207-triticale-T5-14",0.913465321010698
"16818","1","BLGH_06860","207-triticale-T5-14",0.910106510701984
"16819","1","BLGH_06862","207-triticale-T5-14",0.830305139172676
"16820","1","BLGH_06863","207-triticale-T5-14",0.856966045737087
"16821","0","BLGH_06865","207-triticale-T5-14",0.232782139182645
"16822","1","BLGH_06867","207-triticale-T5-14",1.01045261076529
"16823","1","BLGH_06868","207-triticale-T5-14",0.920890287766836
"16824","0","BLGH_06875","207-triticale-T5-14",0
"16825","0","BLGH_06876","207-triticale-T5-14",0
"16826","0","BLGH_06880","207-triticale-T5-14",0.055045697652228
"16827","2","BLGH_06893","207-triticale-T5-14",1.51605025617178
"16828","1","BLGH_06899","207-triticale-T5-14",0.616623017134556
"16829","0","BLGH_06911","207-triticale-T5-14",0.0856266407923548
"16830","1","BLGH_06920","207-triticale-T5-14",0.859318632574771
"16831","0","BLGH_06923","207-triticale-T5-14",0
"16832","0","BLGH_06925","207-triticale-T5-14",0.152904715700634
"16833","1","BLGH_06935","207-triticale-T5-14",1.33460925341307
"16834","0","BLGH_06936","207-triticale-T5-14",0.148827256615284
"16835","0","BLGH_06938","207-triticale-T5-14",0
"16836","0","BLGH_06939","207-triticale-T5-14",0.0672780749082787
"16837","1","BLGH_06941","207-triticale-T5-14",0.760806557790004
"16838","1","BLGH_06951","207-triticale-T5-14",1.00832830546234
"16839","1","BLGH_06957","207-triticale-T5-14",0.833608709142456
"16840","1","BLGH_06958","207-triticale-T5-14",0.659508372141001
"16841","0","BLGH_06959","207-triticale-T5-14",0.482528243249319
"16842","0","BLGH_06960","207-triticale-T5-14",0
"16843","0","BLGH_06961","207-triticale-T5-14",0.0366971317681521
"16844","0","BLGH_06963","207-triticale-T5-14",0.419978285791074
"16845","1","BLGH_06967","207-triticale-T5-14",0.764694960321117
"16846","1","BLGH_06975","207-triticale-T5-14",0.952616108455684
"16847","1","BLGH_06976","207-triticale-T5-14",0.846754920665517
"16848","1","BLGH_06982","207-triticale-T5-14",0.923303818693141
"16849","0","BLGH_06991","207-triticale-T5-14",0.411716066065496
"16850","0","BLGH_06992","207-triticale-T5-14",0
"16851","0","BLGH_06993","207-triticale-T5-14",0
"16852","0","BLGH_06994","207-triticale-T5-14",0
"16853","0","BLGH_06995","207-triticale-T5-14",0.330744661961679
"16854","1","BLGH_06996","207-triticale-T5-14",0.732735492870669
"16855","0","BLGH_06997","207-triticale-T5-14",0.00917428294203805
"16856","1","BLGH_06998","207-triticale-T5-14",1.28439961188532
"16857","0","BLGH_06999","207-triticale-T5-14",0.43098742532152
"16858","0","BLGH_07000","207-triticale-T5-14",0.24982278165242
"16859","0","BLGH_07001","207-triticale-T5-14",0
"16860","0","BLGH_07003","207-triticale-T5-14",0.250207716601037
"16861","0","BLGH_07004","207-triticale-T5-14",0.184669437284895
"16862","0","BLGH_07005","207-triticale-T5-14",0
"16863","0","BLGH_07006","207-triticale-T5-14",0
"16864","0","BLGH_07007","207-triticale-T5-14",0.387613454301107
"16865","0","BLGH_07008","207-triticale-T5-14",0.013761424413057
"16866","0","BLGH_07009","207-triticale-T5-14",0.00611618862802537
"16867","2","BLGH_07017","207-triticale-T5-14",1.70468970337116
"16868","0","BLGH_07018","207-triticale-T5-14",0.118246313475157
"16869","0","BLGH_07019","207-triticale-T5-14",0.113761108481271
"16870","0","BLGH_07020","207-triticale-T5-14",0.252948086830477
"16871","0","BLGH_07021","207-triticale-T5-14",0.0244647545121014
"16872","1","BLGH_07022","207-triticale-T5-14",0.953411260233952
"16873","1","BLGH_07023","207-triticale-T5-14",0.958149021661198
"16874","1","BLGH_07024","207-triticale-T5-14",0.687409158997241
"16875","1","BLGH_07025","207-triticale-T5-14",0.641136120963875
"16876","1","BLGH_07030","207-triticale-T5-14",1.04809983772959
"16877","1","BLGH_07039","207-triticale-T5-14",1.27757269344871
"16878","1","BLGH_07041","207-triticale-T5-14",0.684521116712729
"16879","0","BLGH_07045","207-triticale-T5-14",0
"16880","0","BLGH_07046","207-triticale-T5-14",0.299693242773242
"16881","0","BLGH_07047","207-triticale-T5-14",0
"16882","0","BLGH_07048","207-triticale-T5-14",0.26299611100509
"16883","0","BLGH_07049","207-triticale-T5-14",0
"16884","1","BLGH_07050","207-triticale-T5-14",0.712724165584277
"16885","0","BLGH_07059","207-triticale-T5-14",0
"16886","0","BLGH_07064","207-triticale-T5-14",0
"16887","0","BLGH_07066","207-triticale-T5-14",0
"16888","1","BLGH_07068","207-triticale-T5-14",0.799111679709933
"16889","0","BLGH_07070","207-triticale-T5-14",0.34028249457741
"16890","1","BLGH_07077","207-triticale-T5-14",0.58444492406594
"16891","0","BLGH_07078","207-triticale-T5-14",0.379625501049849
"16892","0","BLGH_07079","207-triticale-T5-14",0
"16893","0","BLGH_07081","207-triticale-T5-14",0.0513759844754129
"16894","0","BLGH_07082","207-triticale-T5-14",0.15679683573665
"16895","0","BLGH_07084","207-triticale-T5-14",0.376851314696024
"16896","0","BLGH_07085","207-triticale-T5-14",0
"16897","0","BLGH_07086","207-triticale-T5-14",0.253821828063052
"16898","0","BLGH_07087","207-triticale-T5-14",0
"16899","0","BLGH_07091","207-triticale-T5-14",0.0504585561812091
"16900","0","BLGH_07092","207-triticale-T5-14",0.0183485658840761
"16901","0","BLGH_07096","207-triticale-T5-14",0.165137092956685
"16902","0","BLGH_07099","207-triticale-T5-14",0.128439961188533
"16903","0","BLGH_07101","207-triticale-T5-14",0.013761424413057
"16904","0","BLGH_07103","207-triticale-T5-14",0
"16905","0","BLGH_07110","207-triticale-T5-14",0.376145600623559
"16906","0","BLGH_00023","208-triticale-T6-6",0.44382945093475
"16907","0","BLGH_00024","208-triticale-T6-6",0.41446289456236
"16908","0","BLGH_00025","208-triticale-T6-6",0.388783854483357
"16909","0","BLGH_00026","208-triticale-T6-6",0.265648352259639
"16910","0","BLGH_00027","208-triticale-T6-6",0.17712081841084
"16911","0","BLGH_00028","208-triticale-T6-6",0.426146140801466
"16912","0","BLGH_00029","208-triticale-T6-6",0.249181636529712
"16913","0","BLGH_00030","208-triticale-T6-6",0.222018886333588
"16914","0","BLGH_00031","208-triticale-T6-6",0.0609941995421946
"16915","1","BLGH_00032","208-triticale-T6-6",0.950651242694936
"16916","0","BLGH_00033","208-triticale-T6-6",0.397849446432293
"16917","1","BLGH_00034","208-triticale-T6-6",0.8388154679898
"16918","1","BLGH_00041","208-triticale-T6-6",0.92744835276297
"16919","1","BLGH_00049","208-triticale-T6-6",0.840029975255768
"16920","1","BLGH_00076","208-triticale-T6-6",0.807852902571675
"16921","1","BLGH_00090","208-triticale-T6-6",0.859982823186417
"16922","1","BLGH_00097","208-triticale-T6-6",0.908343738757355
"16923","1","BLGH_00100","208-triticale-T6-6",0.847464380940756
"16924","1","BLGH_00119","208-triticale-T6-6",0.899309652559957
"16925","1","BLGH_00140","208-triticale-T6-6",0.715992029268821
"16926","1","BLGH_00146","208-triticale-T6-6",0.956040510538513
"16927","1","BLGH_00163","208-triticale-T6-6",0.907836905933693
"16928","1","BLGH_00164","208-triticale-T6-6",0.822483959867481
"16929","1","BLGH_00172","208-triticale-T6-6",0.847851039351965
"16930","1","BLGH_00189","208-triticale-T6-6",0.894988221282468
"16931","1","BLGH_00220","208-triticale-T6-6",0.882582080826566
"16932","1","BLGH_00223","208-triticale-T6-6",0.942731366814725
"16933","1","BLGH_00252","208-triticale-T6-6",1.02827903037293
"16934","1","BLGH_00257","208-triticale-T6-6",1.00155589256946
"16935","1","BLGH_00279","208-triticale-T6-6",0.995312761713231
"16936","1","BLGH_00280","208-triticale-T6-6",0.761948528146256
"16937","1","BLGH_00289","208-triticale-T6-6",0.659046745922944
"16938","1","BLGH_00293","208-triticale-T6-6",0.826344503113125
"16939","1","BLGH_00294","208-triticale-T6-6",0.738614690346576
"16940","0","BLGH_00314","208-triticale-T6-6",0.456188059978965
"16941","0","BLGH_00316","208-triticale-T6-6",0
"16942","1","BLGH_00344","208-triticale-T6-6",0.891374111645595
"16943","1","BLGH_00369","208-triticale-T6-6",0.867021639088944
"16944","1","BLGH_00379","208-triticale-T6-6",0.985637729303833
"16945","1","BLGH_00432","208-triticale-T6-6",0.967912168676298
"16946","1","BLGH_00434","208-triticale-T6-6",0.785080608817082
"16947","1","BLGH_00436","208-triticale-T6-6",0.881817366338504
"16948","1","BLGH_00437","208-triticale-T6-6",0.804972130516244
"16949","1","BLGH_00459","208-triticale-T6-6",0.959451651881551
"16950","1","BLGH_00464","208-triticale-T6-6",0.883234344670353
"16951","2","BLGH_00508","208-triticale-T6-6",1.97206576229662
"16952","1","BLGH_00510","208-triticale-T6-6",0.833168577986251
"16953","1","BLGH_00540","208-triticale-T6-6",0.860262190343112
"16954","1","BLGH_00554","208-triticale-T6-6",0.936253242187935
"16955","1","BLGH_00569","208-triticale-T6-6",0.889430007274365
"16956","1","BLGH_00605","208-triticale-T6-6",0.72560058261705
"16957","1","BLGH_00641","208-triticale-T6-6",0.84231039981484
"16958","0","BLGH_00697","208-triticale-T6-6",0.432086445452532
"16959","0","BLGH_00698","208-triticale-T6-6",0.0555047215833971
"16960","0","BLGH_00700","208-triticale-T6-6",0
"16961","0","BLGH_00708","208-triticale-T6-6",0.0493375302963529
"16962","0","BLGH_00709","208-triticale-T6-6",0.126867935047765
"16963","1","BLGH_00724","208-triticale-T6-6",0.971913874403117
"16964","1","BLGH_00730","208-triticale-T6-6",0.754110103430769
"16965","1","BLGH_00732","208-triticale-T6-6",0.513364513130436
"16966","1","BLGH_00733","208-triticale-T6-6",1.16899740151155
"16967","1","BLGH_00773","208-triticale-T6-6",0.864685735861733
"16968","1","BLGH_00785","208-triticale-T6-6",0.999355084469923
"16969","1","BLGH_00809","208-triticale-T6-6",0.982054119662639
"16970","1","BLGH_00828","208-triticale-T6-6",0.926344190584739
"16971","0","BLGH_00837","208-triticale-T6-6",0.231328846741322
"16972","1","BLGH_00838","208-triticale-T6-6",0.525530419233894
"16973","1","BLGH_00845","208-triticale-T6-6",0.662342057298916
"16974","1","BLGH_00847","208-triticale-T6-6",0.619058663454359
"16975","1","BLGH_00850","208-triticale-T6-6",0.655216677208709
"16976","0","BLGH_00851","208-triticale-T6-6",0.406852343429039
"16977","2","BLGH_00857","208-triticale-T6-6",1.55212829904297
"16978","1","BLGH_00867","208-triticale-T6-6",0.919945751240072
"16979","1","BLGH_00874","208-triticale-T6-6",0.591184792849282
"16980","2","BLGH_00892","208-triticale-T6-6",1.52200859257623
"16981","0","BLGH_00893","208-triticale-T6-6",0.481521480749471
"16982","0","BLGH_00918","208-triticale-T6-6",0.450520075917792
"16983","1","BLGH_00919","208-triticale-T6-6",0.727400053207005
"16984","0","BLGH_00921","208-triticale-T6-6",0.494362053569456
"16985","1","BLGH_00952","208-triticale-T6-6",0.871253796909501
"16986","1","BLGH_00969","208-triticale-T6-6",1.05537099846862
"16987","1","BLGH_00978","208-triticale-T6-6",0.940089137243419
"16988","1","BLGH_01001","208-triticale-T6-6",0.866624445205504
"16989","1","BLGH_01006","208-triticale-T6-6",0.886524171128606
"16990","1","BLGH_01048","208-triticale-T6-6",0.647822156141112
"16991","1","BLGH_01082","208-triticale-T6-6",0.970610447317099
"16992","1","BLGH_01089","208-triticale-T6-6",1.25416322947977
"16993","1","BLGH_01108","208-triticale-T6-6",0.822801642288369
"16994","1","BLGH_01111","208-triticale-T6-6",0.866154599680704
"16995","1","BLGH_01189","208-triticale-T6-6",0.99058050565744
"16996","1","BLGH_01226","208-triticale-T6-6",0.624069413830195
"16997","0","BLGH_01256","208-triticale-T6-6",0.248449706135206
"16998","0","BLGH_01257","208-triticale-T6-6",0.0972654168699529
